emp_no,salary,from_date,to_date
10728,51088,1996-12-14,1997-12-13
10728,52524,1997-12-14,1998-12-13
10728,55002,1998-12-14,1999-12-13
10728,57374,1999-12-14,2000-12-13
10728,58335,2000-12-14,2001-12-13
10728,60731,2001-12-14,2002-12-13
10728,62247,2002-12-14,2003-12-13
10728,64269,2003-12-14,2004-12-13
10728,66880,2004-12-14,2005-12-13
10728,68065,2005-12-14,9999-01-01
10729,52688,2004-05-20,2005-05-19
10729,54825,2005-05-20,2006-05-19
10729,55936,2006-05-20,2007-05-19
10729,57090,2007-05-20,2008-05-19
10729,59273,2008-05-20,2009-05-19
10729,60474,2009-05-20,2010-05-19
10729,62169,2010-05-20,2011-05-19
10729,64098,2011-05-20,2012-05-19
10729,67071,2012-05-20,2013-05-19
10729,69885,2013-05-20,2014-05-19
10729,71514,2014-05-20,2015-05-19
10729,73626,2015-05-20,9999-01-01
10730,96933,2001-05-23,2002-05-22
10730,99539,2002-05-23,2003-05-22
10730,104636,2003-05-23,2004-05-22
10730,107801,2004-05-23,2005-05-22
10730,109447,2005-05-23,2006-05-22
10730,111643,2006-05-23,2007-05-22
10730,114365,2007-05-23,2008-05-22
10730,120348,2008-05-23,2009-05-22
10730,125999,2009-05-23,2010-05-22
10730,133492,2010-05-23,2011-05-22
10730,136783,2011-05-23,2012-05-22
10730,140931,2012-05-23,9999-01-01
10731,49567,1997-07-05,1998-07-04
10731,50696,1998-07-05,1999-07-04
10731,52459,1999-07-05,2000-07-04
10731,55541,2000-07-05,2001-07-04
10731,56592,2001-07-05,2002-07-04
10731,58595,2002-07-05,2003-07-04
10731,60198,2003-07-05,2004-07-04
10731,61351,2004-07-05,2005-07-04
10731,62503,2005-07-05,2006-07-04
10731,65839,2006-07-05,2007-07-04
10731,68750,2007-07-05,2008-07-04
10731,70091,2008-07-05,2009-07-04
10732,66660,1997-12-11,1998-12-10
10732,67684,1998-12-11,1999-12-10
10732,71525,1999-12-11,2000-12-10
10732,73898,2000-12-11,2001-12-10
10732,76659,2001-12-11,2002-12-10
10732,78670,2002-12-11,2003-12-10
10732,81082,2003-12-11,2004-12-10
10732,84906,2004-12-11,2005-12-10
10732,86506,2005-12-11,2006-12-10
10732,89907,2006-12-11,2007-12-10
10732,92941,2007-12-11,2008-12-10
10732,97741,2008-12-11,9999-01-01
10733,71266,1991-07-04,1992-07-03
10733,74681,1992-07-04,1993-07-03
10733,77233,1993-07-04,1994-07-03
10733,80595,1994-07-04,1995-07-03
10733,82385,1995-07-04,1996-07-03
10733,86138,1996-07-04,1997-07-03
10733,89580,1997-07-04,1998-07-03
10733,92251,1998-07-04,1999-07-03
10733,93952,1999-07-04,2000-07-03
10733,95838,2000-07-04,2001-07-03
10733,100041,2001-07-04,2002-07-03
10733,104130,2002-07-04,9999-01-01
10734,75107,2009-04-19,2010-04-18
10734,77349,2010-04-19,2011-04-18
10734,78827,2011-04-19,2012-04-18
10734,83231,2012-04-19,2013-04-18
10734,86863,2013-04-19,2014-04-18
10734,89435,2014-04-19,2015-04-18
10734,93040,2015-04-19,2016-04-18
10734,94520,2016-04-19,2017-04-18
10734,98938,2017-04-19,2018-04-18
10734,103045,2018-04-19,2019-04-18
10734,105335,2019-04-19,2020-04-18
10734,109595,2020-04-19,9999-01-01
10735,61824,1991-05-02,1992-05-01
10735,63457,1992-05-02,1993-05-01
10735,65133,1993-05-02,1994-05-01
10735,68947,1994-05-02,1995-05-01
10735,72423,1995-05-02,1996-05-01
10735,73747,1996-05-02,1997-05-01
10735,75341,1997-05-02,1998-05-01
10735,78334,1998-05-02,1999-05-01
10735,81187,1999-05-02,2000-05-01
10735,82848,2000-05-02,2001-05-01
10735,85466,2001-05-02,2002-05-01
10735,88482,2002-05-02,2003-05-01
10736,75095,2003-11-07,2004-11-06
10736,77639,2004-11-07,2005-11-06
10736,79925,2005-11-07,2006-11-06
10736,83120,2006-11-07,2007-11-06
10736,86754,2007-11-07,2008-11-06
10736,89106,2008-11-07,2009-11-06
10736,91762,2009-11-07,2010-11-06
10736,94456,2010-11-07,2011-11-06
10736,96300,2011-11-07,2012-11-06
10736,101583,2012-11-07,2013-11-06
10736,105600,2013-11-07,2014-11-06
10736,110253,2014-11-07,9999-01-01
10737,53684,1995-12-24,1996-12-23
10737,55314,1996-12-24,1997-12-23
10737,57307,1997-12-24,1998-12-23
10737,58456,1998-12-24,1999-12-23
10737,61586,1999-12-24,2000-12-23
10737,63323,2000-12-24,2001-12-23
10737,64950,2001-12-24,2002-12-23
10737,66713,2002-12-24,2003-12-23
10737,67909,2003-12-24,2004-12-23
10737,70127,2004-12-24,2005-12-23
10737,73835,2005-12-24,2006-12-23
10737,76968,2006-12-24,9999-01-01
10738,67079,2004-09-01,2005-08-31
10738,70977,2005-09-01,2006-08-31
10738,73659,2006-09-01,2007-08-31
10738,74926,2007-09-01,2008-08-31
10738,78225,2008-09-01,2009-08-31
10738,82428,2009-09-01,2010-08-31
10738,86388,2010-09-01,2011-08-31
10738,90023,2011-09-01,2012-08-31
10738,91705,2012-09-01,2013-08-31
10738,94956,2013-09-01,2014-08-31
10738,98288,2014-09-01,2015-08-31
10738,102370,2015-09-01,9999-01-01
10739,84409,2004-02-19,2005-02-18
10739,86738,2005-02-19,2006-02-18
10739,89029,2006-02-19,2007-02-18
10739,92379,2007-02-19,2008-02-18
10739,94763,2008-02-19,2009-02-18
10739,99562,2009-02-19,2010-02-18
10739,101416,2010-02-19,2011-02-18
10739,107070,2011-02-19,2012-02-18
10739,108954,2012-02-19,2013-02-18
10739,112166,2013-02-19,2014-02-18
10739,117745,2014-02-19,2015-02-18
10739,123277,2015-02-19,2016-02-18
10740,50056,1994-03-04,1995-03-03
10740,51285,1995-03-04,1996-03-03
10740,53229,1996-03-04,1997-03-03
10740,55316,1997-03-04,1998-03-03
10740,57013,1998-03-04,1999-03-03
10740,60163,1999-03-04,2000-03-03
10740,61733,2000-03-04,2001-03-03
10740,63396,2001-03-04,2002-03-03
10740,65981,2002-03-04,2003-03-03
10740,68571,2003-03-04,2004-03-03
10740,72360,2004-03-04,2005-03-03
10740,75348,2005-03-04,9999-01-01
10741,44631,2006-02-13,2007-02-12
10741,45325,2007-02-13,2008-02-12
10741,46718,2008-02-13,2009-02-12
10741,49333,2009-02-13,2010-02-12
10741,51095,2010-02-13,2011-02-12
10741,52877,2011-02-13,2012-02-12
10741,55196,2012-02-13,2013-02-12
10741,56252,2013-02-13,2014-02-12
10741,59184,2014-02-13,2015-02-12
10741,61401,2015-02-13,2016-02-12
10741,63442,2016-02-13,2017-02-12
10741,64990,2017-02-13,9999-01-01
10742,71145,2006-08-23,2007-08-22
10742,74547,2007-08-23,2008-08-22
10742,77750,2008-08-23,2009-08-22
10742,80327,2009-08-23,2010-08-22
10742,84058,2010-08-23,2011-08-22
10742,88717,2011-08-23,2012-08-22
10742,91418,2012-08-23,2013-08-22
10742,94496,2013-08-23,2014-08-22
10742,97594,2014-08-23,2015-08-22
10742,100517,2015-08-23,2016-08-22
10742,104102,2016-08-23,2017-08-22
10742,108387,2017-08-23,9999-01-01
10743,57123,1996-04-20,1997-04-19
10743,60029,1997-04-20,1998-04-19
10743,62673,1998-04-20,1999-04-19
10743,64174,1999-04-20,2000-04-19
10743,67872,2000-04-20,2001-04-19
10743,69178,2001-04-20,2002-04-19
10743,71613,2002-04-20,2003-04-19
10743,72745,2003-04-20,2004-04-19
10743,76756,2004-04-20,2005-04-19
10743,78312,2005-04-20,2006-04-19
10743,80163,2006-04-20,2007-04-19
10743,82556,2007-04-20,9999-01-01
10744,76268,2012-09-05,2013-09-04
10744,79593,2013-09-05,2014-09-04
10744,83955,2014-09-05,2015-09-04
10744,88465,2015-09-05,2016-09-04
10744,91217,2016-09-05,2017-09-04
10744,96509,2017-09-05,2018-09-04
10744,98764,2018-09-05,2019-09-04
10744,101455,2019-09-05,2020-09-04
10744,107231,2020-09-05,2021-09-04
10744,109356,2021-09-05,2022-09-04
10744,111364,2022-09-05,2023-09-04
10744,116542,2023-09-05,9999-01-01
10745,58541,2010-01-10,2011-01-09
10745,59821,2011-01-10,2012-01-09
10745,60742,2012-01-10,2013-01-09
10745,63778,2013-01-10,2014-01-09
10745,67414,2014-01-10,2015-01-09
10745,70432,2015-01-10,2016-01-09
10745,72860,2016-01-10,2017-01-09
10745,77047,2017-01-10,2018-01-09
10745,79809,2018-01-10,2019-01-09
10745,83034,2019-01-10,2020-01-09
10745,85728,2020-01-10,2021-01-09
10745,87896,2021-01-10,9999-01-01
10746,55590,2004-08-16,2005-08-15
10746,57838,2005-08-16,2006-08-15
10746,60405,2006-08-16,2007-08-15
10746,61884,2007-08-16,2008-04-26
10747,75948,2007-08-23,2008-08-22
10747,78069,2008-08-23,2009-08-22
10747,80530,2009-08-23,2010-08-22
10747,82893,2010-08-23,2011-08-22
10747,85605,2011-08-23,2012-08-22
10747,88070,2012-08-23,2013-08-22
10747,90512,2013-08-23,2014-08-22
10747,94617,2014-08-23,2015-08-22
10747,100115,2015-08-23,2016-08-22
10747,101813,2016-08-23,2017-08-22
10747,106087,2017-08-23,2018-08-22
10747,112408,2018-08-23,9999-01-01
10748,54189,2009-03-08,2010-03-07
10748,56937,2010-03-08,2011-03-07
10748,58490,2011-03-08,2012-03-07
10748,60264,2012-03-08,2013-03-07
10748,63423,2013-03-08,2014-03-07
10748,65866,2014-03-08,2015-03-07
10748,68302,2015-03-08,2016-03-07
10748,69513,2016-03-08,2017-03-07
10748,72866,2017-03-08,2018-03-07
10748,74621,2018-03-08,2019-03-07
10748,76443,2019-03-08,2020-03-07
10748,78838,2020-03-08,9999-01-01
10749,50346,1990-05-01,1991-04-30
10749,52925,1991-05-01,1992-04-30
10749,54031,1992-05-01,1993-04-30
10749,54856,1993-05-01,1994-04-30
10749,56483,1994-05-01,1995-04-30
10749,59379,1995-05-01,1996-04-30
10749,61179,1996-05-01,1997-04-30
10749,63273,1997-05-01,1998-04-30
10749,64616,1998-05-01,1999-04-30
10749,66796,1999-05-01,2000-04-30
10749,68297,2000-05-01,2001-04-30
10749,71462,2001-05-01,2002-04-30
10750,54880,2004-12-21,2005-12-20
10750,57990,2005-12-21,2006-12-20
10750,61026,2006-12-21,2007-12-20
10750,62887,2007-12-21,2008-12-20
10750,65066,2008-12-21,2009-12-20
10750,66245,2009-12-21,2010-12-20
10750,69277,2010-12-21,2011-12-20
10750,72438,2011-12-21,2012-12-20
10750,74234,2012-12-21,2013-12-20
10750,76055,2013-12-21,2014-12-20
10750,80028,2014-12-21,2015-12-20
10750,81947,2015-12-21,9999-01-01
10751,58648,2002-02-08,2003-02-07
10751,59528,2003-02-08,2004-02-07
10751,61860,2004-02-08,2005-02-07
10751,65158,2005-02-08,2006-02-07
10751,67264,2006-02-08,2007-02-07
10751,71059,2007-02-08,2008-02-07
10751,74513,2008-02-08,2009-02-07
10751,76195,2009-02-08,2010-02-07
10751,80734,2010-02-08,2011-02-07
10751,84567,2011-02-08,2012-02-07
10751,86703,2012-02-08,2013-02-07
10751,88537,2013-02-08,9999-01-01
10752,80776,2012-08-05,2013-08-04
10752,84485,2013-08-05,2014-08-04
10752,87370,2014-08-05,2015-08-04
10752,90808,2015-08-05,2016-08-04
10752,92257,2016-08-05,2017-08-04
10752,97578,2017-08-05,2018-08-04
10752,99396,2018-08-05,2019-08-04
10752,101675,2019-08-05,2020-08-04
10752,103388,2020-08-05,2021-08-04
10752,105732,2021-08-05,2022-08-04
10752,111874,2022-08-05,2023-08-04
10752,114781,2023-08-05,9999-01-01
10753,60537,1992-05-24,1993-05-23
10753,62073,1993-05-24,1994-05-23
10753,64380,1994-05-24,1995-05-23
10753,67120,1995-05-24,1996-05-23
10753,70197,1996-05-24,1997-05-23
10753,72911,1997-05-24,1998-05-23
10753,76289,1998-05-24,1999-05-23
10753,78556,1999-05-24,2000-05-23
10753,82004,2000-05-24,2001-05-23
10753,86488,2001-05-24,2002-05-23
10753,88970,2002-05-24,2003-05-23
10753,91197,2003-05-24,9999-01-01
10754,75000,1995-08-03,1996-08-02
10754,76693,1996-08-03,1997-08-02
10754,80573,1997-08-03,1998-08-02
10754,85361,1998-08-03,1999-08-02
10754,86877,1999-08-03,2000-08-02
10754,90765,2000-08-03,2001-08-02
10754,93700,2001-08-03,2002-08-02
10754,96087,2002-08-03,2003-08-02
10754,99987,2003-08-03,2004-08-02
10754,104939,2004-08-03,2005-08-01
10755,55237,1997-10-21,1998-10-20
10755,57597,1998-10-21,1999-10-20
10755,58550,1999-10-21,2000-10-20
10755,60384,2000-10-21,2001-08-18
10756,50076,2013-04-20,2014-04-19
10756,51729,2014-04-20,2015-04-19
10756,53593,2015-04-20,2016-04-19
10756,54906,2016-04-20,2017-04-19
10756,56004,2017-04-20,2018-04-19
10756,58373,2018-04-20,2019-04-19
10756,60696,2019-04-20,2020-04-19
10756,63221,2020-04-20,2021-04-19
10756,65071,2021-04-20,2022-04-19
10756,67085,2022-04-20,2023-04-19
10756,69884,2023-04-20,9999-01-01
10757,52642,1993-12-19,1994-12-18
10757,55183,1994-12-19,1995-12-18
10757,56077,1995-12-19,1996-12-18
10757,56995,1996-12-19,1997-12-18
10757,59205,1997-12-19,1998-12-18
10757,62209,1998-12-19,1999-12-18
10757,63357,1999-12-19,2000-12-18
10757,65924,2000-12-19,2001-12-18
10757,69434,2001-12-19,2002-12-18
10757,72062,2002-12-19,2003-12-18
10757,74475,2003-12-19,2004-12-18
10757,77832,2004-12-19,2005-12-18
10758,72625,1994-11-20,1995-11-19
10758,75280,1995-11-20,1996-11-19
10758,78571,1996-11-20,1997-11-19
10758,79914,1997-11-20,1998-11-19
10758,83906,1998-11-20,1999-11-19
10758,88803,1999-11-20,2000-11-19
10758,93342,2000-11-20,2001-11-19
10758,95491,2001-11-20,2002-11-19
10758,98836,2002-11-20,2003-11-19
10758,100912,2003-11-20,2004-11-19
10758,102736,2004-11-20,2005-11-19
10758,107649,2005-11-20,9999-01-01
10759,64185,2013-05-06,2014-05-05
10759,67586,2014-05-06,2015-05-05
10759,68916,2015-05-06,2016-05-05
10759,72265,2016-05-06,2017-05-05
10759,75835,2017-05-06,2018-05-05
10759,79069,2018-05-06,2019-05-05
10759,81639,2019-05-06,2020-05-05
10759,85814,2020-05-06,2021-05-05
10759,88693,2021-05-06,2022-05-05
10759,90413,2022-05-06,2023-05-05
10759,95579,2023-05-06,9999-01-01
10760,69897,2014-09-06,2015-09-05
10760,73874,2015-09-06,2016-09-05
10760,77217,2016-09-06,2017-09-05
10760,79050,2017-09-06,2018-09-05
10760,83567,2018-09-06,2019-09-05
10760,88390,2019-09-06,2020-09-05
10760,91586,2020-09-06,2021-09-05
10760,95073,2021-09-06,2022-09-05
10760,99940,2022-09-06,2023-09-05
10760,102583,2023-09-06,9999-01-01
10761,65949,1998-04-24,1999-04-23
10761,67311,1999-04-24,2000-04-23
10761,70863,2000-04-24,2001-04-23
10761,72641,2001-04-24,2002-04-23
10761,76813,2002-04-24,2003-04-23
10761,79842,2003-04-24,2004-04-23
10761,84559,2004-04-24,2005-04-23
10761,89478,2005-04-24,2006-04-23
10761,92694,2006-04-24,2007-04-23
10761,98027,2007-04-24,2008-04-23
10761,100367,2008-04-24,2009-04-23
10761,104087,2009-04-24,9999-01-01
10762,48354,2009-03-25,2010-03-24
10762,49265,2010-03-25,2011-03-24
10762,51168,2011-03-25,2012-03-24
10762,52563,2012-03-25,2013-03-24
10762,55221,2013-03-25,2014-03-24
10762,57745,2014-03-25,2015-03-24
10762,60703,2015-03-25,2016-03-24
10762,64072,2016-03-25,2016-10-23
10763,63606,2010-02-03,2011-02-02
10763,65994,2011-02-03,2012-02-02
10763,68420,2012-02-03,2013-02-02
10763,69925,2013-02-03,2014-02-02
10763,73628,2014-02-03,2015-02-02
10763,76089,2015-02-03,2016-02-02
10763,78156,2016-02-03,2017-02-02
10763,80511,2017-02-03,2018-02-02
10763,83769,2018-02-03,2019-02-02
10763,86761,2019-02-03,2020-02-02
10763,90630,2020-02-03,2021-02-02
10763,92094,2021-02-03,9999-01-01
10764,46565,2001-03-02,2002-03-01
10764,48720,2002-03-02,2003-03-01
10764,51358,2003-03-02,2004-03-01
10764,53604,2004-03-02,2005-03-01
10764,55217,2005-03-02,2006-03-01
10764,57261,2006-03-02,2007-03-01
10764,60362,2007-03-02,2008-03-01
10764,61269,2008-03-02,2009-03-01
10764,62683,2009-03-02,2010-03-01
10764,65938,2010-03-02,2011-03-01
10764,69703,2011-03-02,2012-03-01
10764,71935,2012-03-02,9999-01-01
10765,59936,1994-07-29,1995-07-28
10765,61710,1995-07-29,1996-07-28
10765,63856,1996-07-29,1997-07-28
10765,65938,1997-07-29,1998-07-28
10765,67128,1998-07-29,1999-07-28
10765,69497,1999-07-29,2000-07-28
10765,71022,2000-07-29,2001-07-28
10765,72904,2001-07-29,2002-07-28
10765,76539,2002-07-29,2003-07-28
10765,80829,2003-07-29,2004-07-28
10765,84623,2004-07-29,2005-07-28
10765,88875,2005-07-29,9999-01-01
10766,83774,2009-08-10,2010-08-09
10766,86710,2010-08-10,2011-08-09
10766,88475,2011-08-10,2012-08-09
10766,92719,2012-08-10,2013-08-09
10766,98233,2013-08-10,2014-08-09
10766,101657,2014-08-10,2015-08-09
10766,106273,2015-08-10,2016-08-09
10766,112060,2016-08-10,2017-08-09
10766,115695,2017-08-10,2018-08-09
10766,121602,2018-08-10,2019-08-09
10766,125637,2019-08-10,2020-08-09
10766,131145,2020-08-10,9999-01-01
10767,61597,2007-02-10,2008-02-09
10767,64008,2008-02-10,2009-02-09
10767,66986,2009-02-10,2010-02-09
10767,69492,2010-02-10,2011-02-09
10767,73299,2011-02-10,2012-02-09
10767,76974,2012-02-10,2013-02-09
10767,78757,2013-02-10,2014-02-09
10767,80768,2014-02-10,2015-02-09
10767,83158,2015-02-10,2016-02-09
10767,87896,2016-02-10,2017-02-09
10767,91082,2017-02-10,2018-02-09
10767,93383,2018-02-10,9999-01-01
10768,54419,2011-04-07,2012-04-06
10768,57288,2012-04-07,2013-04-06
10768,58528,2013-04-07,2014-04-06
10768,60796,2014-04-07,2015-04-06
10768,62026,2015-04-07,2016-04-06
10768,63405,2016-04-07,2017-04-06
10768,64854,2017-04-07,2018-04-06
10768,68311,2018-04-07,2019-04-06
10768,71271,2019-04-07,2020-04-06
10768,74683,2020-04-07,2021-04-06
10768,78745,2021-04-07,2022-04-06
10768,79938,2022-04-07,9999-01-01
10769,62888,1993-09-04,1994-09-03
10769,65154,1994-09-04,1995-09-03
10769,67759,1995-09-04,1996-09-03
10769,71331,1996-09-04,1997-09-03
10769,73649,1997-09-04,1998-09-03
10769,76025,1998-09-04,1999-09-03
10769,77753,1999-09-04,2000-09-03
10769,79423,2000-09-04,2001-09-03
10769,82395,2001-09-04,2002-09-03
10769,85476,2002-09-04,2003-09-03
10769,88838,2003-09-04,2004-09-03
10769,93773,2004-09-04,9999-01-01
10770,76838,1995-11-02,1996-11-01
10770,78861,1996-11-02,1997-11-01
10770,82283,1997-11-02,1998-11-01
10770,85020,1998-11-02,1999-11-01
10770,89520,1999-11-02,2000-11-01
10770,93177,2000-11-02,2001-11-01
10770,96307,2001-11-02,2002-11-01
10770,101844,2002-11-02,2003-11-01
10770,105658,2003-11-02,2004-11-01
10770,109210,2004-11-02,2005-11-01
10770,113594,2005-11-02,2006-11-01
10770,117486,2006-11-02,9999-01-01
10771,53011,2013-06-22,2014-06-21
10771,55493,2014-06-22,2015-06-21
10771,57148,2015-06-22,2016-06-21
10771,59423,2016-06-22,2017-06-21
10771,62822,2017-06-22,2018-06-21
10771,65908,2018-06-22,2019-06-21
10771,68995,2019-06-22,2020-06-21
10771,70824,2020-06-22,2021-06-21
10771,72605,2021-06-22,2022-06-21
10771,74780,2022-06-22,2023-06-21
10771,79179,2023-06-22,9999-01-01
10772,69166,2014-06-16,2015-06-15
10772,71391,2015-06-16,2016-06-15
10772,74360,2016-06-16,2017-06-15
10772,77576,2017-06-16,2018-06-15
10772,79711,2018-06-16,2019-06-15
10772,81392,2019-06-16,2020-06-15
10772,82827,2020-06-16,2021-06-15
10772,86177,2021-06-16,2022-06-15
10772,90785,2022-06-16,2023-06-15
10772,93466,2023-06-16,9999-01-01
10773,50244,1994-10-24,1995-10-23
10773,53009,1995-10-24,1996-10-23
10773,55322,1996-10-24,1997-10-23
10773,56361,1997-10-24,1998-10-23
10773,57362,1998-10-24,1999-10-23
10773,59804,1999-10-24,2000-10-23
10773,61111,2000-10-24,2001-10-23
10773,62634,2001-10-24,2002-10-23
10773,66176,2002-10-24,2003-10-23
10773,67385,2003-10-24,2004-10-23
10773,70871,2004-10-24,2005-10-23
10773,72829,2005-10-24,9999-01-01
10774,58347,2014-12-16,2015-12-15
10774,61596,2015-12-16,2016-12-15
10774,64718,2016-12-16,2017-12-15
10774,66960,2017-12-16,2018-12-15
10774,69862,2018-12-16,2019-12-15
10774,73469,2019-12-16,2020-12-15
10774,76575,2020-12-16,2021-12-15
10774,77796,2021-12-16,2022-12-15
10774,81154,2022-12-16,2023-12-15
10774,82900,2023-12-16,9999-01-01
10775,71669,2000-04-19,2001-04-18
10775,73579,2001-04-19,2002-04-18
10775,77731,2002-04-19,2003-04-18
10775,78920,2003-04-19,2004-04-18
10775,81214,2004-04-19,2005-04-18
10775,83318,2005-04-19,2006-04-18
10775,87667,2006-04-19,2007-04-18
10775,92334,2007-04-19,2008-04-18
10775,97715,2008-04-19,2009-04-18
10775,103519,2009-04-19,2010-04-18
10775,106629,2010-04-19,2011-04-18
10775,108630,2011-04-19,9999-01-01
10776,65511,2010-05-15,2011-05-14
10776,67465,2011-05-15,2012-05-14
10776,68570,2012-05-15,2013-05-14
10776,70974,2013-05-15,2014-05-14
10776,73105,2014-05-15,2015-05-14
10776,74394,2015-05-15,2016-05-14
10776,77788,2016-05-15,2017-05-14
10776,80525,2017-05-15,2018-05-14
10776,82833,2018-05-15,2019-05-14
10776,86478,2019-05-15,2020-05-14
10776,90113,2020-05-15,2021-05-14
10776,93848,2021-05-15,9999-01-01
10777,69459,1998-01-29,1999-01-28
10777,70814,1999-01-29,2000-01-28
10777,73950,2000-01-29,2001-01-28
10777,77454,2001-01-29,2002-01-28
10777,81587,2002-01-29,2003-01-28
10777,83489,2003-01-29,2004-01-28
10777,86606,2004-01-29,2005-01-28
10777,89459,2005-01-29,2006-01-28
10777,91031,2006-01-29,2007-01-28
10777,95952,2007-01-29,2008-01-28
10777,99948,2008-01-29,2009-01-28
10777,105264,2009-01-29,9999-01-01
10778,62626,2013-12-23,2014-12-22
10778,64429,2014-12-23,2015-12-22
10778,68203,2015-12-23,2016-12-22
10778,69679,2016-12-23,2017-12-22
10778,72419,2017-12-23,2018-12-22
10778,74126,2018-12-23,2019-12-22
10778,77264,2019-12-23,2020-02-27
10779,52045,2007-11-12,2008-11-11
10779,54805,2008-11-12,2009-11-11
10779,57829,2009-11-12,2010-11-11
10779,59483,2010-11-12,2011-11-11
10779,62290,2011-11-12,2012-11-11
10779,63430,2012-11-12,2013-11-11
10779,65067,2013-11-12,2014-11-11
10779,66072,2014-11-12,2015-11-11
10779,69884,2015-11-12,2016-11-11
10779,72061,2016-11-12,2017-11-11
10779,75912,2017-11-12,2018-11-11
10779,80104,2018-11-12,9999-01-01
10780,71483,1998-09-08,1999-09-07
10780,74802,1999-09-08,2000-09-07
10780,78594,2000-09-08,2001-09-07
10780,82458,2001-09-08,2002-09-07
10780,85372,2002-09-08,2003-09-07
10780,88448,2003-09-08,2004-09-07
10780,92132,2004-09-08,2005-09-07
10780,95614,2005-09-08,2006-09-07
10780,101071,2006-09-08,2007-09-07
10780,102674,2007-09-08,2008-09-07
10780,105278,2008-09-08,2009-09-07
10780,111160,2009-09-08,9999-01-01
10781,77187,2005-06-15,2006-06-14
10781,81081,2006-06-15,2007-06-14
10781,82299,2007-06-15,2008-06-14
10781,86686,2008-06-15,2009-06-14
10781,88876,2009-06-15,2010-06-14
10781,90999,2010-06-15,2011-06-14
10781,93529,2011-06-15,2012-06-14
10781,98379,2012-06-15,2013-06-14
10781,102253,2013-06-15,2014-06-14
10781,107914,2014-06-15,2015-06-14
10781,110018,2015-06-15,2016-06-14
10781,114841,2016-06-15,9999-01-01
10782,66674,2004-05-21,2005-05-20
10782,69889,2005-05-21,2006-05-20
10782,74042,2006-05-21,2007-05-20
10782,76161,2007-05-21,2008-05-20
10782,78138,2008-05-21,2009-05-20
10782,82227,2009-05-21,2010-05-20
10782,83855,2010-05-21,2011-05-20
10782,88810,2011-05-21,2012-05-20
10782,90533,2012-05-21,2013-05-20
10782,95117,2013-05-21,2014-05-20
10782,99341,2014-05-21,2015-05-20
10782,103634,2015-05-21,9999-01-01
10783,67756,1990-01-26,1991-01-25
10783,70723,1991-01-26,1992-01-25
10783,72452,1992-01-26,1993-01-25
10783,76769,1993-01-26,1994-01-25
10783,78874,1994-01-26,1995-01-25
10783,82320,1995-01-26,1996-01-25
10783,87234,1996-01-26,1997-01-25
10783,90033,1997-01-26,1998-01-25
10783,92903,1998-01-26,1999-01-25
10783,95484,1999-01-26,2000-01-25
10783,98003,2000-01-26,2001-01-25
10783,102440,2001-01-26,9999-01-01
10784,53726,1998-06-12,1999-06-11
10784,56032,1999-06-12,2000-06-11
10784,59325,2000-06-12,2001-06-11
10784,61876,2001-06-12,2002-06-11
10784,62946,2002-06-12,2003-06-11
10784,65970,2003-06-12,2004-06-11
10784,68513,2004-06-12,2005-06-11
10784,71378,2005-06-12,2006-06-11
10784,74442,2006-06-12,2007-06-11
10784,75798,2007-06-12,2008-06-11
10784,77816,2008-06-12,2009-06-11
10784,80483,2009-06-12,9999-01-01
10785,49553,2011-08-07,2012-08-06
10785,50398,2012-08-07,2012-12-06
10786,72169,2001-12-04,2002-12-03
10786,74127,2002-12-04,2003-12-03
10786,76840,2003-12-04,2004-12-03
10786,80309,2004-12-04,2005-12-03
10786,81981,2005-12-04,2006-12-03
10786,85744,2006-12-04,2007-12-03
10786,88130,2007-12-04,2008-12-03
10786,92995,2008-12-04,2009-12-03
10786,97655,2009-12-04,2010-12-03
10786,101641,2010-12-04,2011-12-03
10786,107730,2011-12-04,2012-12-03
10786,110118,2012-12-04,9999-01-01
10787,60487,2006-11-18,2007-11-17
10787,63515,2007-11-18,2008-11-17
10787,64576,2008-11-18,2009-11-17
10787,68149,2009-11-18,2010-11-17
10787,70015,2010-11-18,2011-11-17
10787,72570,2011-11-18,2012-11-17
10787,75413,2012-11-18,2013-11-17
10787,79922,2013-11-18,2014-11-17
10787,84240,2014-11-18,2015-11-17
10787,88853,2015-11-18,2016-11-17
10787,90867,2016-11-18,2017-11-17
10787,95832,2017-11-18,9999-01-01
10788,87609,1992-02-18,1993-02-17
10788,92689,1993-02-18,1994-02-17
10788,96533,1994-02-18,1995-02-17
10788,100185,1995-02-18,1996-02-17
10788,105290,1996-02-18,1997-02-17
10788,107430,1997-02-18,1998-02-17
10788,109082,1998-02-18,1999-02-17
10788,113896,1999-02-18,2000-02-17
10788,119642,2000-02-18,2001-02-17
10788,126011,2001-02-18,2002-02-17
10788,131448,2002-02-18,2003-02-17
10788,136346,2003-02-18,9999-01-01
10789,85517,2003-11-07,2004-11-06
10789,88048,2004-11-07,2005-11-06
10789,92740,2005-11-07,2006-11-06
10789,96907,2006-11-07,2007-11-06
10789,100009,2007-11-07,2008-11-06
10789,102256,2008-11-07,2009-11-06
10789,108029,2009-11-07,2010-11-06
10789,113608,2010-11-07,2011-11-06
10789,120288,2011-11-07,2012-11-06
10789,125049,2012-11-07,2013-11-06
10789,126976,2013-11-07,2014-11-06
10789,132383,2014-11-07,2015-11-06
10790,57045,2013-05-06,2014-05-05
10790,59575,2014-05-06,2015-05-05
10790,62539,2015-05-06,2016-05-05
